0,1,2,3,4,5,6,7,8,9
0.07273,0.07630,0.12004,0.18305,0.07964,0.22496,0.21063,0.09923,0.04265,0.17606,
0.20939,0.24281,0.06199,0.10558,0.18418,0.19348,0.04793,0.09425,0.04265,0.09751,
0.08309,0.17985,0.19640,0.17618,0.27646,0.04906,0.18540,0.12559,0.04265,0.18303,
0.03358,0.27934,0.08712,0.18781,0.16868,0.14397,0.19741,0.25757,0.04265,0.21173,
0.03433,0.44640,0.30124,0.04814,0.78732,0.44152,0.41247,0.23713,0.04265,0.06267,
0.06233,0.10263,0.20862,0.07170,0.18929,0.45671,0.25883,0.18081,0.04265,0.11643,
0.08233,0.02137,0.00534,0.21742,0.14569,0.06538,0.05957,0.28225,0.04265,0.19096,
0.25075,0.54068,0.12603,0.41602,0.23530,0.47400,0.36560,0.01155,0.10896,0.23879,
0.02913,0.48495,0.39534,0.53582,0.26147,0.48567,0.19046,0.05876,0.42573,0.32404,
0.04324,0.18071,0.16495,0.07803,0.03714,0.21742,0.03265,0.05876,0.31583,0.21520,
0.06352,0.10965,0.03366,0.06788,0.05927,0.14738,0.05167,0.05876,0.04958,0.05266,
0.15760,0.06367,0.22298,0.24998,0.12904,0.16051,0.18135,0.05876,0.17714,0.23410,
0.27606,0.27813,0.48032,0.19771,0.08330,0.33070,0.28222,0.05876,0.34208,0.02020,
0.07638,0.06357,0.06944,0.34277,0.01999,0.40496,0.31319,0.22722,0.41272,0.02020,
0.05841,0.19550,0.06283,0.07712,0.19539,0.43727,0.31855,0.27630,0.08654,0.02020,
0.03202,0.00407,0.22078,0.19552,0.01875,0.04843,0.14275,0.05900,0.18597,0.09093,
1.36076,1.04463,1.33803,1.10374,1.16450,1.09628,1.08729,0.89835,1.19936,0.70208,
0.91295,0.79065,0.99393,0.76765,0.88472,0.92847,0.95821,0.79279,0.87997,0.70208,
0.70966,0.76978,0.85132,0.74941,0.86909,0.84922,0.90807,0.75979,0.68820,0.70208,
0.68880,0.75938,0.78132,0.79256,0.78728,0.67548,0.74998,0.76252,0.58731,0.70208,
0.77855,0.72061,0.63043,0.58714,0.82453,0.67548,0.71704,0.62052,0.72127,0.68705,
0.58224,0.74210,0.71327,0.58714,0.73568,0.73351,0.74329,0.59180,0.54978,0.52883,
0.57826,0.74686,0.63926,0.67717,0.74596,0.64773,0.49021,0.59658,0.54978,0.56507,
0.57065,0.56912,0.67095,0.47329,0.63594,0.57783,0.49021,0.42758,0.55288,0.63130,
0.40158,0.39891,0.53404,0.47329,0.44154,0.57527,0.35968,0.56412,0.62132,0.58276,
0.41403,0.39891,0.50200,0.55724,0.44712,0.59913,0.24440,0.59745,0.47408,0.36357,
0.52855,0.39891,0.48849,0.53325,0.54261,0.43399,0.18267,0.37826,0.52627,0.50000,
0.32697,0.45331,0.48199,0.32342,0.45725,0.41469,0.13891,0.37826,0.39692,0.56056,
0.45540,0.50903,0.23994,0.32342,0.26862,0.48133,0.35515,0.43784,0.21463,0.34324,
0.19948,0.12622,0.35667,0.27989,0.37212,0.28218,0.22313,0.28050,0.21463,0.40741,
0.09661,0.12622,0.37843,0.26872,0.10964,0.34356,0.31247,0.28794,0.21142,0.24500,
0.04155,0.26739,0.27357,0.29268,0.10964,0.34444,0.32861,0.15599,0.00572,0.20245,
0.04155,0.13281,0.01345,0.19021,0.26625,0.04161,0.06561,0.17425,0.11921,0.07202,
0.19931,1.40451,0.18840,0.01785,0.29728,0.84952,0.26649,0.26782,0.68035,0.12347,
0.02469,0.01746,0.14959,0.15730,0.07945,0.17924,0.21793,0.10365,0.97846,0.12347,
0.26341,0.01746,0.03515,0.02405,0.14718,0.01996,0.18461,0.20684,0.20164,0.02887,
0.01064,0.16835,0.39484,0.14183,0.10379,0.33839,0.26302,0.30149,0.26479,0.13364,
0.64638,1.19105,1.01750,0.50839,0.59243,0.96839,0.67189,0.26862,0.22644,0.45587,
0.42735,0.41915,0.69482,0.43271,0.38253,0.68609,0.65870,0.03529,0.16606,0.45587,
0.22817,0.27212,0.19792,0.48657,0.21716,0.45294,0.43746,0.34358,0.04078,0.45587,
0.14789,0.42974,0.27049,0.42266,0.13757,0.40092,0.49955,0.34358,0.27742,0.26606,
0.05631,0.38916,0.40490,0.39130,0.21909,0.19718,0.41361,0.31974,0.39934,0.26606,
0.09489,0.27429,0.16242,0.42658,0.31890,0.19718,0.38459,0.38296,0.16101,0.37222,
0.03413,0.26170,0.30713,0.27475,0.35278,0.25438,0.13180,0.40758,0.16101,0.33462,
0.03413,0.18664,0.26077,0.22980,0.27815,0.02924,0.17776,0.11397,0.01993,0.26238,
0.02367,0.15434,0.22430,0.16995,0.14082,0.05117,0.18502,0.09499,0.01993,0.22175,
0.03731,0.13447,0.14069,0.04896,0.09000,0.04781,0.10483,0.17588,0.01993,0.02336,
0.01092,0.08545,0.01239,0.11036,0.09626,0.04442,0.03469,0.04136,0.01993,0.01151,
0.06318,0.03585,0.07169,0.04609,0.02816,0.06720,0.21494,0.24314,0.01993,0.06986,
0.13021,0.25790,0.02037,0.26104,0.08033,0.17094,0.04699,0.19252,0.01993,0.12677,
0.19361,0.25122,0.00139,0.00855,0.03530,0.04889,0.10038,0.01932,0.01993,0.09748,
0.04431,0.02664,0.06433,0.07034,0.09963,0.09639,0.11303,0.02005,0.01993,0.04439,
0.13500,0.08215,0.12414,0.01339,0.04200,0.34335,0.14911,0.02657,0.01993,0.19497,
0.24484,0.30632,0.25330,1.32383,0.19476,0.47115,0.47984,0.25262,0.31899,0.27425,
0.24484,0.02397,0.31478,0.13604,0.26164,0.03458,0.31687,0.09122,0.02012,0.32011,
0.09041,0.06959,0.12385,0.15460,0.10810,0.05232,0.25866,0.04823,0.02012,0.09286,
