0,1,2,3,4,5,6,7,8,9
0.36530,0.45316,0.28274,0.69702,0.22396,0.46063,0.28622,0.59909,0.66575,0.27368,
0.38661,0.45316,0.29298,0.29599,0.28881,0.26835,0.40738,0.53463,0.47556,0.32226,
0.26881,0.41990,0.29298,0.32069,0.16230,0.17733,0.38403,0.29138,0.39006,0.18280,
0.16037,0.30261,0.30416,0.39680,0.25336,0.11070,0.32462,0.29138,0.36000,0.09366,
0.34089,0.38360,0.31457,0.30391,0.24659,0.22435,0.38366,0.29138,0.43027,0.29793,
0.29648,0.41720,0.38162,0.38848,0.24659,0.25547,0.26597,0.26845,0.38342,0.15266,
0.33349,0.30872,0.15236,0.15550,0.29646,0.08018,0.32583,0.32073,0.34716,0.15266,
0.12391,0.09638,0.22409,0.01096,0.10307,0.08018,0.05635,0.19664,0.00611,0.03442,
0.12391,0.03491,0.16353,0.10896,0.08921,0.07623,0.01878,0.16363,0.04417,0.01698,
0.12391,0.06323,0.15208,0.10656,0.05970,0.06963,0.04496,0.06444,0.05326,0.07216,
0.04143,0.01525,0.02446,0.05532,0.05970,0.03022,0.02689,0.03681,0.03186,0.03533,
0.01095,0.06995,0.01119,0.00331,0.05970,0.03639,0.01178,0.01462,0.00295,0.00287,
0.06158,0.05153,0.01225,0.01606,0.05970,0.07689,0.06583,0.00433,0.01135,0.00416,
0.02989,0.05153,0.00817,0.06221,0.03055,0.04675,0.00100,0.00452,0.04941,0.06721,
0.03400,0.07120,0.04886,0.02815,0.00899,0.04675,0.02588,0.06262,0.06160,0.01917,
0.07100,0.03024,0.02656,0.06419,0.06252,0.04675,0.07189,0.06793,0.02856,0.05743,
0.06419,0.07044,0.06978,0.06869,0.01724,0.04675,0.00960,0.07046,0.07232,0.01620,
0.07178,0.01333,0.06312,0.00374,0.01615,0.04675,0.00565,0.01845,0.05985,0.06535,
0.06845,0.02409,0.05058,0.00950,0.01790,0.04675,0.01673,0.02838,0.06664,0.06086,
0.01481,0.01662,0.02835,0.01464,0.00551,0.04675,0.01608,0.06021,0.00507,0.05851,
0.01759,0.00288,0.07009,0.04508,0.07417,0.04675,0.00115,0.06840,0.01301,0.05728,
